,movie_id,country_name
53984,tt2264704,uk
53985,tt3385424,usa
53986,tt0315140,egypt
53987,tt5137964,usa
53988,tt1082113,east germany
53989,tt1316077,usa
53990,tt0333580,france
53991,tt0194071,usa
53992,tt0058021,uk
53994,tt0257052,usa
53995,tt5666390,"finland, taiwan"
53996,tt1082819,usa
53997,tt2022540,uk
53998,tt2572568,norway
54000,tt4916774,france
54001,tt6060338,usa
54002,tt0479721,uk
54003,tt0416115,usa
54004,tt2246629,iran
54005,tt0142504,usa
54006,tt1079444,usa
54007,tt1391114,usa
54008,tt0146019,usa
54009,tt0991200,usa
54010,tt4442074,usa
54011,tt3616890,australia
54012,tt0260551,usa
54014,tt4338898,usa
54015,tt0289472,greece
54016,tt3810578,usa
54017,tt2660228,usa
54018,tt0357823,russia
54019,tt2516490,usa
54020,tt5047458,usa
54021,tt4576330,japan
54022,tt0875692,india
54023,tt0145287,usa
54024,tt0826074,argentina
54025,tt2313283,usa
54026,tt1059226,usa
54027,tt0179471,usa
54028,tt0182531,usa
54029,tt0067980,usa
54030,tt2078767,usa
54031,tt3887640,"usa, france"
54032,tt1641806,greece
54033,tt2924374,"usa, australia, cambodia"
54034,tt0053138,denmark
54035,tt0004167,usa
54036,tt1335978,usa
54037,tt0451363,usa
54038,tt2178958,usa
54039,tt0928159,france
54040,tt0427387,italy
54041,tt3488576,france
54042,tt0306019,brazil
54043,tt1204795,"uk, switzerland"
54044,tt0301390,"uk, germany"
54045,tt0489173,usa
54046,tt3998260,jamaica
54047,tt1431220,usa
54049,tt0353219,usa
54050,tt5518012,uk
54051,tt2194585,uk
54052,tt1526283,usa
54053,tt6920354,usa
54054,tt0180249,usa
54055,tt1316452,germany
54056,tt1728240,"israel, belgium, france"
54057,tt4672046,usa
54058,tt2368523,"usa, pakistan, afghanistan"
54059,tt1340609,singapore
54060,tt1353180,russia
54061,tt2239832,usa
54062,tt0119559,usa
54063,tt1204369,jordan
54064,tt0065573,italy
54065,tt5718836,germany
54066,tt2397605,usa
54067,tt2255889,france
54068,tt5608030,uk
54069,tt2333022,usa
54070,tt1102208,italy
54071,tt3970632,germany
54072,tt1483848,usa
54073,tt0472903,usa
54074,tt4572736,turkey
54075,tt1699710,usa
54076,tt1205911,usa
54077,tt7149678,usa
54078,tt0075285,france
54079,tt3867600,usa
54080,tt0395239,usa
54081,tt0008763,usa
54082,tt3551354,usa
54083,tt4531574,"ireland, germany"
54084,tt3113260,usa
54085,tt1199634,uk
54086,tt5323130,india
54087,tt1151928,"usa, canada"
54088,tt0349049,austria
54089,tt1458614,uk
54090,tt0074108,"west germany, uk, south africa, zimbabwe"
54091,tt2094943,usa
54092,tt1912420,usa
54094,tt5598090,kosovo
54095,tt0111049,italy
54096,tt1954618,usa
54097,tt5797828,canada
54098,tt0362693,usa
54099,tt0007922,usa
54100,tt5951262,usa
54101,tt5337110,uk
54102,tt1169936,"uk, usa"
54103,tt0290242,usa
54104,tt0225908,canada
54105,tt0050147,usa
54106,tt1424862,uk
54107,tt0084592,"spain, france"
54108,tt1492993,usa
54109,tt0372788,usa
54110,tt0879800,usa
54111,tt0418343,usa
54112,tt0228525,usa
54113,tt4337072,"japan, usa"
54115,tt4466452,uk
54116,tt0135224,usa
54117,tt2087704,australia
54118,tt2953826,japan
54119,tt0397555,france
54121,tt0361115,usa
54122,tt2207589,usa
54123,tt5621216,usa
54124,tt3416080,usa
54125,tt3808042,nigeria
54126,tt0182220,usa
54128,tt4200320,usa
54129,tt5771152,usa
54130,tt4194830,usa
54131,tt1125887,australia
54132,tt0491883,bulgaria
54133,tt0150286,usa
54134,tt3384936,"morocco, france"
54136,tt5144450,usa
54137,tt0342634,egypt
54138,tt1528710,germany
54139,tt1822397,usa
54140,tt0903608,usa
54141,tt1675744,france
54142,tt4961478,india
54143,tt0006249,australia
54144,tt0439762,usa
54145,tt4973458,australia
54146,tt0005597,usa
54147,tt0042433,usa
54148,tt0184227,japan
54149,tt4523686,usa
54150,tt0231179,usa
54151,tt2096456,uk
54152,tt3709798,usa
54153,tt1956676,uk
54154,tt4520484,canada
54155,tt5449340,"usa, india"
54156,tt0079854,"france, austria, west germany, switzerland"
54157,tt1822400,"usa, vietnam"
54158,tt1319716,uk
54160,tt0019209,usa
54161,tt4445712,usa
54163,tt5808376,usa
54164,tt4278328,usa
54165,tt2309396,usa
54166,tt0262923,usa
54167,tt4088526,france
54168,tt0349466,germany
54169,tt1991034,usa
54171,tt4610382,usa
54172,tt1823713,usa
54173,tt2100489,usa
54175,tt2624388,usa
54176,tt1512781,chile
54177,tt0272709,uk
54178,tt0334693,usa
54179,tt1377186,ireland
54180,tt3466586,usa
54181,tt2051888,canada
54182,tt5208838,philippines
54183,tt1695403,usa
54184,tt0353625,"canada, usa"
54185,tt0262840,"canada, usa"
54186,tt2207521,usa
54187,tt2839364,uk
54188,tt0773167,uk
54189,tt3148972,canada
54190,tt3127196,usa
54191,tt0301258,usa
54192,tt1338612,spain
54193,tt5985588,usa
54194,tt4597610,canada
54195,tt3100118,uk
54196,tt4572388,finland
54197,tt4985588,"canada, cuba"
54198,tt4536488,china
54202,tt3898578,usa
54203,tt5598084,south africa
54204,tt0996423,germany
54205,tt4944662,uk
54206,tt1235885,usa
54207,tt0304714,france
54208,tt0119187,usa
54209,tt4853472,usa
54211,tt2158791,usa
54212,tt2879738,new zealand
54213,tt0779275,uk
54214,tt0258156,usa
54215,tt2431080,usa
54216,tt2176652,usa
54217,tt0073840,uk
54219,tt1543783,canada
54221,tt0343719,usa
54222,tt0370803,uk
54224,tt2325609,usa
54225,tt0360537,usa
54226,tt0200227,usa
54227,tt0161246,usa
54228,tt0241685,uk
54229,tt4459770,uk
54230,tt5186650,usa
54232,tt1094202,usa
54233,tt5014050,ireland
54234,tt0499225,germany
54235,tt5050156,usa
54236,tt0357890,india
54237,tt1829756,australia
54238,tt0274077,usa
54240,tt0363208,usa
54241,tt2357083,usa
54242,tt0221972,usa
54243,tt4293694,new zealand
54244,tt0024218,usa
54245,tt2611932,uk
54246,tt0323875,usa
54247,tt0035741,usa
54248,tt0114919,usa
54249,tt6022096,france
54250,tt0360957,usa
54251,tt0089931,israel
54252,tt0428578,usa
54253,tt1675260,usa
54254,tt3852158,usa
54255,tt0143236,usa
54256,tt0047638,japan
54257,tt6731062,usa
54258,tt1980991,usa
54259,tt4477978,japan
54260,tt0210777,usa
54261,tt2700948,usa
54262,tt1972582,usa
54263,tt0365739,"usa, canada"
54264,tt1703833,australia
54265,tt3512748,canada
54266,tt1836217,australia
54267,tt2571204,usa
54268,tt0396215,usa
54269,tt0140584,brazil
54270,tt2164088,south korea
54271,tt2761384,usa
54272,tt6435146,usa
54273,tt0364067,philippines
54274,tt1985041,usa
54275,tt0343832,australia
54276,tt4478286,usa
54277,tt1536125,usa
54278,tt4829898,canada
54279,tt0175630,usa
54280,tt3104434,usa
54282,tt1415186,usa
54283,tt6269434,usa
54285,tt5235900,usa
54286,tt4721172,usa
54287,tt4513664,usa
54288,tt0464808,canada
54289,tt0322637,usa
54290,tt3387836,usa
54291,tt3690658,"lebanon, germany"
54292,tt3619012,usa
54293,tt2849816,uk
54295,tt2387591,usa
54296,tt3856152,usa
54297,tt1783267,"uk, australia, nigeria"
54298,tt0375849,south korea
54299,tt0069908,italy
54300,tt0205958,usa
54301,tt2094857,usa
54302,tt3499070,india
54303,tt1486653,india
54304,tt4966850,russia
54305,tt0893592,usa
54306,tt0156386,south korea
54307,tt3970542,usa
54308,tt2332752,usa
54309,tt0001055,usa
54310,tt3261158,uk
54311,tt4022436,usa
54312,tt5297684,nigeria
54313,tt0019268,usa
54314,tt1233247,"hong kong, taiwan"
54315,tt1949601,japan
54316,tt0095091,"canada, usa"
54317,tt1720057,"australia, usa"
54318,tt5281346,usa
54319,tt3720302,india
54320,tt5808606,canada
54322,tt2554782,france
54323,tt0197275,usa
54324,tt2122324,uk
54325,tt1349029,usa
54326,tt0265080,usa
54327,tt0174469,usa
54328,tt0243217,"switzerland, turkey, italy"
54329,tt0307903,south korea
54330,tt0230265,usa
54331,tt4952616,usa
54332,tt3691956,japan
54333,tt3170842,usa
54334,tt1344691,usa
54335,tt0335922,spain
54336,tt1552625,canada
54337,tt1555905,usa
54338,tt2259278,uk
54339,tt2717756,usa
54340,tt1956671,"usa, peru"
54341,tt5338868,usa
54342,tt1975176,usa
54343,tt0056189,uk
54344,tt3588462,japan
54345,tt6064694,uk
54346,tt1482989,"hong kong, china"
54347,tt2649828,usa
54348,tt2152010,uk
54349,tt0466190,uk
54350,tt2739500,usa
54351,tt1762353,usa
54352,tt5106542,usa
54353,tt3923678,uk
54354,tt0229366,usa
54355,tt1190534,usa
54356,tt0355731,south korea
54357,tt1361851,usa
54358,tt0206313,china
54359,tt0012862,usa
54360,tt3265088,canada
54361,tt0046572,france
54362,tt1784496,usa
54363,tt4718710,"taiwan, austria, germany"
54364,tt3620814,usa
54365,tt2154340,usa
54366,tt0004163,usa
54367,tt0110531,"paraguay, sweden, chile"
54368,tt2647306,usa
54369,tt4644818,usa
54370,tt3432908,usa
54371,tt4839524,usa
54372,tt1458789,usa
54373,tt4137324,usa
54374,tt1366825,usa
54375,tt0195566,usa
54376,tt5139832,spain
54378,tt5963924,uk
54379,tt1377256,singapore
54380,tt5794254,usa
54381,tt2181158,canada
54382,tt6237548,india
54383,tt4238860,usa
54384,tt4855880,usa
54385,tt0177715,usa
54386,tt2318474,usa
54387,tt3179174,usa
54388,tt2950184,canada
54389,tt3000128,bahrain
54391,tt1856020,uk
54392,tt4324756,usa
54393,tt2937484,turkey
54394,tt2079499,uk
54396,tt0307422,usa
54397,tt4700812,usa
54398,tt0007915,usa
54399,tt1720848,usa
54400,tt4836826,ireland
54401,tt1454560,usa
54402,tt0289060,belgium
54403,tt0139491,usa
54404,tt5194222,japan
54405,tt0197923,italy
54406,tt0048434,france
54407,tt1816609,usa
54408,tt5319116,japan
54409,tt2604018,usa
54410,tt0110612,"france, usa"
54411,tt3840050,usa
54412,tt4667828,france
54414,tt0069197,"uk, france, west germany, italy, spain"
54415,tt4462096,usa
54416,tt3482660,uk
54417,tt1062274,usa
54418,tt1180755,usa
54419,tt0371907,france
54420,tt1171636,usa
54421,tt0476371,france
54422,tt2102340,austria
54423,tt4188780,uk
54425,tt3015174,uk
54426,tt0255265,bulgaria
54427,tt0060923,"spain, italy"
54428,tt0050215,usa
54429,tt0972857,usa
54430,tt1625046,germany
54431,tt5585508,usa
54432,tt1957913,canada
54433,tt3120832,usa
54434,tt6348854,usa
54435,tt1672206,usa
54436,tt1639320,iran
54437,tt0437791,usa
54438,tt0386367,uk
54439,tt1860233,usa
54440,tt4995770,usa
54441,tt2157598,usa
54442,tt1064930,usa
54443,tt0455027,usa
54444,tt6171268,uk
54445,tt3021280,usa
54447,tt1732125,uk
54448,tt1451419,usa
54449,tt2198570,uk
54450,tt4121256,usa
54451,tt4794474,philippines
54452,tt2224205,usa
54453,tt4411438,usa
54454,tt5194352,usa
54455,tt0166872,germany
54456,tt2108518,uk
54457,tt1492728,usa
54458,tt1331092,finland
54459,tt2724030,usa
54460,tt0937364,india
54461,tt0145161,usa
54462,tt3863632,"usa, canada"
54463,tt0025239,usa
54464,tt4729666,"uk, netherlands"
54467,tt2355792,usa
54468,tt1106822,usa
54469,tt0335212,france
54470,tt1283475,austria
54471,tt3324494,france
54472,tt0169818,italy
54473,tt1789853,austria
54474,tt1168663,germany
54476,tt0328900,iran
54477,tt2932154,germany
54478,tt2170461,usa
54479,tt0200124,taiwan
54480,tt0223450,canada
54481,tt2418578,usa
54482,tt1781923,usa
54483,tt0057404,romania
54484,tt0002984,usa
54485,tt1499689,usa
54486,tt0158659,usa
54487,tt0133260,venezuela
54488,tt4561162,uk
54489,tt3371150,canada
54490,tt2161559,uk
54491,tt4810458,canada
54492,tt5136394,usa
54493,tt0104014,italy
54494,tt1575545,usa
54495,tt3086582,china
54496,tt1686308,usa
54497,tt1816479,usa
54498,tt0988940,nigeria
54499,tt1365516,nigeria
54500,tt0372532,usa
54501,tt1948585,usa
54502,tt0276971,hong kong
54503,tt1504956,usa
54504,tt2736608,australia
54505,tt0823599,austria
54506,tt1789755,south africa
54507,tt3639644,usa
54508,tt0163037,usa
54509,tt0055740,usa
54510,tt0186153,usa
54511,tt3614966,"australia, uk, usa, france"
54512,tt5719196,usa
54513,tt3166304,usa
54514,tt0110719,"russia, france"
54515,tt0036648,usa
54516,tt3466124,"usa, philippines"
54517,tt1792810,usa
54518,tt1808185,australia
54519,tt0036455,usa
54520,tt2846156,uk
54521,tt0454442,usa
54522,tt0133437,usa
54523,tt1118661,uk
54524,tt3018134,usa
54525,tt7440948,usa
54526,tt1076968,france
54527,tt1541999,australia
54528,tt3177364,mexico
54529,tt5315506,usa
54530,tt0455592,usa
54531,tt3824736,usa
54532,tt3611034,usa
54533,tt0499300,usa
54534,tt1867025,usa
54535,tt6379314,usa
54536,tt5619230,usa
54537,tt3477686,usa
54538,tt4679874,russia
54539,tt0151460,usa
54540,tt3152844,usa
54541,tt3169250,trinidad and tobago
54543,tt5131110,canada
54544,tt0202527,usa
54545,tt1470752,usa
54546,tt0063063,uk
54547,tt3856764,usa
54548,tt1641822,australia
54549,tt1797514,canada
54550,tt4425152,"finland, sweden"
54551,tt4168454,japan
54552,tt0064252,italy
54553,tt5130428,usa
54554,tt1525422,usa
54555,tt4344022,usa
54557,tt0379363,usa
54558,tt5491098,usa
54559,tt3712362,uk
54560,tt2283110,usa
54561,tt0277674,hong kong
54562,tt2281463,belgium
54563,tt4112872,canada
54564,tt0001350,usa
54565,tt0068455,usa
54566,tt2022334,uk
54567,tt4520414,uk
54568,tt3294222,uk
54569,tt0461217,usa
54570,tt4963726,canada
54571,tt4533628,usa
54572,tt4335588,usa
54573,tt4502402,uk
54574,tt0416236,usa
54575,tt4625202,uk
54576,tt1376148,usa
54577,tt0068588,usa
54578,tt3424142,france
54579,tt4468642,uk
54580,tt3311200,lebanon
54581,tt0147561,usa
54582,tt1515793,usa
54583,tt2458078,uk
54584,tt1013718,russia
54585,tt0106457,japan
54586,tt0034232,usa
54587,tt4423984,uk
54588,tt0137054,greece
54589,tt4219502,india
54590,tt1723721,germany
54591,tt2968316,france
54592,tt1265134,usa
54593,tt0880439,usa
54594,tt5278092,brazil
54595,tt0448390,uk
54596,tt1988739,usa
54597,tt0010663,usa
54598,tt2492540,usa
54599,tt2842964,usa
54600,tt0130430,canada
54601,tt1324859,usa
54602,tt4703818,south korea
54603,tt1412508,usa
54604,tt0213288,usa
54605,tt0356743,usa
54606,tt0856072,usa
54608,tt1535016,usa
54609,tt2221819,indonesia
54610,tt2772462,usa
54611,tt1152397,usa
54612,tt2271619,usa
54613,tt3755442,usa
54615,tt0248076,usa
54616,tt0204504,japan
54617,tt2191745,usa
54619,tt0376968,russia
54620,tt0077729,west germany
54621,tt4763178,czech republic
54622,tt0464001,usa
54623,tt2523706,usa
54624,tt2042627,usa
54625,tt0135050,usa
54626,tt4397608,usa
54627,tt0398996,usa
54628,tt3529848,uk
54630,tt0417929,denmark
54631,tt4479482,uk
54632,tt0433699,canada
54634,tt4042346,usa
54635,tt4677896,usa
54636,tt0388086,usa
54637,tt0194529,usa
54638,tt6391142,usa
54639,tt1381855,usa
54640,tt6377966,usa
54641,tt2147138,usa
54642,tt0253300,usa
54643,tt6232104,uk
54644,tt0225422,france
54646,tt3456086,canada
54648,tt5897158,china
54649,tt0765000,usa
54650,tt5594050,usa
54651,tt2425226,canada
54652,tt5619680,brazil
54653,tt1820423,denmark
54654,tt3842196,usa
54655,tt4110422,uk
54656,tt1433032,usa
54657,tt2294683,usa
54658,tt3335934,usa
54659,tt2101307,thailand
54660,tt2268458,australia
54661,tt0413067,philippines
54662,tt1227565,usa
54663,tt2698338,usa
54664,tt0294912,usa
54665,tt4362636,canada
54667,tt0336311,usa
54668,tt0277561,usa
54669,tt0021433,usa
54670,tt1378224,usa
54671,tt0087698,hong kong
54673,tt0222075,thailand
54674,tt0032414,usa
54675,tt0006803,usa
54676,tt1868057,portugal
54677,tt5058198,usa
54678,tt0294702,usa
54679,tt3918718,usa
54680,tt7785910,usa
54681,tt0434035,usa
54682,tt6313348,japan
54683,tt2997366,usa
54684,tt0014228,usa
54685,tt4465442,usa
54686,tt0406944,uk
54687,tt0119152,usa
54688,tt0325430,usa
54689,tt0490026,spain
54691,tt1194099,japan
54692,tt1532347,italy
54693,tt0918503,usa
54694,tt0366652,finland
54695,tt0257202,usa
54696,tt2906564,uk
54697,tt0457602,denmark
54698,tt0450275,usa
54700,tt0246763,usa
54701,tt4158044,usa
54702,tt2938276,usa
54703,tt3204882,usa
54704,tt1259561,france
54705,tt0424247,canada
54706,tt0047001,usa
54707,tt5891450,"kenya, usa"
54709,tt2910300,singapore
54710,tt6753432,usa
54711,tt0065146,"france, italy"
54712,tt2603566,uk
54713,tt1744787,usa
54714,tt1098227,"usa, canada"
54715,tt5486688,usa
54716,tt0407973,usa
54717,tt4545128,japan
54718,tt3658418,italy
54719,tt1727487,usa
54720,tt0196706,usa
54721,tt0239970,usa
54722,tt0099564,germany
54723,tt3673448,usa
54724,tt1531951,usa
54725,tt0076789,usa
54726,tt0402725,usa
54727,tt1455665,canada
54728,tt5259712,denmark
54729,tt6587130,usa
54730,tt2233036,uk
54731,tt2378089,usa
54732,tt2984840,uk
54733,tt4689326,uk
54734,tt0398020,mexico
54735,tt0083201,canada
54736,tt4265656,usa
54737,tt1196210,japan
54738,tt2877198,switzerland
54739,tt1411860,usa
54740,tt0173799,france
54742,tt5337000,czech republic
54743,tt3993656,usa
54744,tt4622326,usa
54745,tt0929795,usa
54746,tt0311218,usa
54748,tt3094004,usa
54749,tt5058678,usa
54750,tt4274730,uk
54751,tt4662372,usa
54752,tt0930043,usa
54754,tt1726050,france
54755,tt2935688,australia
54756,tt1343734,usa
54757,tt0288319,canada
54758,tt0468008,usa
54759,tt4087098,japan
54760,tt1827512,"belgium, france, italy"
54761,tt0439823,usa
54763,tt5091708,finland
54764,tt1814799,usa
54765,tt4289550,uk
54766,tt0866474,usa
54767,tt3015310,usa
54768,tt1598845,uk
54769,tt3153168,uk
54770,tt1484142,uk
54771,tt1265125,usa
54772,tt3441556,usa
54773,tt2724552,canada
54774,tt0820924,usa
54775,tt5153364,usa
54777,tt5862506,germany
54778,tt2915522,australia
54779,tt3020630,usa
54780,tt1395058,australia
54781,tt2262419,usa
54782,tt0466803,usa
54783,tt4231508,japan
54784,tt0821146,uk
54785,tt0347423,usa
54786,tt2044060,denmark
54788,tt2033996,usa
54789,tt0181657,uk
54790,tt5561916,usa
54791,tt1974415,usa
54792,tt0073036,"italy, france, west germany"
54793,tt5843720,usa
54794,tt0318703,south korea
54795,tt1653236,usa
54797,tt0159597,uk
54798,tt0400509,usa
54800,tt0027611,usa
54801,tt0230396,japan
54803,tt1979178,italy
54806,tt0151778,usa
54807,tt5142698,usa
54808,tt1376248,usa
54809,tt1776278,uk
54810,tt2552232,usa
54811,tt6723102,israel
54812,tt0207128,usa
54813,tt0331087,south korea
54814,tt0311549,egypt
54815,tt0254610,netherlands
54816,tt0038974,usa
54817,tt0301199,uk
54818,tt0351044,usa
54819,tt5249982,usa
54820,tt2555520,usa
54821,tt0474030,usa
54822,tt0162318,usa
54823,tt0874279,usa
54824,tt1667865,usa
54825,tt2380075,usa
54826,tt0112296,usa
54827,tt5147190,usa
54828,tt0066009,usa
54829,tt3515836,usa
54830,tt2435150,uk
54832,tt0347674,usa
54833,tt0104400,usa
54834,tt5841088,usa
54835,tt0448547,usa
54836,tt0006044,usa
54837,tt1488579,philippines
54838,tt0081758,usa
54839,tt3220534,netherlands
54840,tt1270712,uk
54841,tt0045607,uk
54842,tt5295984,uk
54844,tt2396723,usa
54845,tt1788349,usa
54846,tt0012994,usa
54847,tt5376000,montenegro
54848,tt4153370,uk
54850,tt2787834,brazil
54851,tt0395166,usa
54852,tt4170844,usa
54853,tt5927576,philippines
54854,tt1929383,finland
54856,tt0371123,usa
54857,tt3582986,"germany, singapore, netherlands"
54858,tt5831434,usa
54859,tt3350198,japan
54860,tt4352300,usa
54861,tt1633998,portugal
54863,tt0085454,italy
54864,tt1731195,uk
54865,tt1389796,japan
54866,tt5439748,usa
54867,tt5644756,usa
54868,tt2641320,usa
54870,tt0825244,france
54871,tt2272614,australia
54872,tt4561594,usa
54873,tt5333160,usa
54875,tt1167548,brazil
54876,tt2605768,usa
54877,tt0959561,usa
54878,tt3280166,usa
54879,tt0830209,canada
54880,tt5972070,usa
54881,tt0759953,usa
54882,tt1515901,"armenia, netherlands"
54883,tt3499012,usa
54884,tt0090708,usa
54885,tt1779351,nigeria
54886,tt3211462,japan
54888,tt5058628,usa
54889,tt0014632,usa
54890,tt0835757,usa
54891,tt4740150,usa
54892,tt3104858,usa
54893,tt0769547,usa
54895,tt1942900,canada
54896,tt2537082,canada
54897,tt1442294,usa
54898,tt0497472,usa
54899,tt0372620,russia
54900,tt5018202,usa
54901,tt4171890,usa
54902,tt0424500,uk
54903,tt0134040,uk
54904,tt4103548,usa
54905,tt2635824,uk
54906,tt0298043,usa
54907,tt0312746,usa
54908,tt2229341,australia
54909,tt4170340,usa
54910,tt1765981,usa
54911,tt2168820,greece
54912,tt2629060,uk
54913,tt4187662,usa
54914,tt0118718,usa
54915,tt0347183,japan
54916,tt5666364,usa
54917,tt0383041,germany
54918,tt3090684,usa
54919,tt2484246,egypt
54920,tt0835502,usa
54921,tt0187045,hong kong
54923,tt3894306,usa
54924,tt0447243,usa
54925,tt0436516,australia
54926,tt3229634,usa
54927,tt3702884,usa
54928,tt0471314,usa
54929,tt4260572,canada
54930,tt2071635,uk
54931,tt4269238,finland
54932,tt6782274,usa
54933,tt4463222,australia
54934,tt1946313,germany
54935,tt0227373,canada
54936,tt0770715,usa
54937,tt2639202,usa
54938,tt4092288,uk
54939,tt0073711,usa
54940,tt0016227,usa
54941,tt0079489,usa
54942,tt3080702,"france, usa"
54943,tt0050740,sweden
54944,tt4079232,usa
54945,tt0072676,hungary
54946,tt3709872,usa
54947,tt1516552,south korea
54948,tt0098604,uk
54949,tt0234438,usa
54950,tt1258660,usa
54951,tt1113721,belgium
54952,tt1432141,usa
54953,tt6663558,usa
54955,tt3799076,"usa, taiwan"
54956,tt0399113,usa
54957,tt3190098,usa
54958,tt6886734,iran
54959,tt0044122,usa
54960,tt0122132,usa
54961,tt0095939,hong kong
54962,tt3067504,japan
54963,tt3001060,france
54964,tt0188458,usa
54965,tt0175920,usa
54966,tt4816912,philippines
54967,tt0006434,usa
54969,tt3558870,usa
54970,tt3440346,uk
54971,tt3314538,usa
54972,tt1350484,usa
54973,tt5252376,usa
54974,tt3953162,usa
54975,tt0388974,uk
54976,tt2720666,south korea
54977,tt1630294,"usa, mexico"
54978,tt0118661,usa
54979,tt1504268,usa
54980,tt0165138,hong kong
54981,tt0939675,uk
54982,tt5521630,usa
54983,tt0291040,usa
54984,tt4423082,usa
54985,tt5589254,usa
54986,tt2469632,uk
54988,tt0299071,uk
54989,tt0369667,usa
54991,tt5902264,"usa, uk, china, germany"
54992,tt4654754,spain
54993,tt4868932,uk
54994,tt2471198,usa
54995,tt1302054,usa
54996,tt1244509,lebanon
54997,tt1013577,argentina
54998,tt2193015,uk
54999,tt0369581,egypt
55000,tt2431410,usa
55001,tt5433554,usa
55002,tt2792312,usa
55003,tt4656448,usa
55004,tt2131572,"ethiopia, japan"
55005,tt5741080,uk
55006,tt2363457,australia
55007,tt0790612,usa
55008,tt0818779,usa
55010,tt0223814,canada
55011,tt7262922,usa
55012,tt0189799,usa
55013,tt0156730,india
55014,tt0880454,uk
55016,tt0124653,uk
55017,tt0161625,usa
55018,tt2596210,usa
55019,tt0261242,usa
55021,tt3819168,usa
55022,tt0232395,uk
55023,tt0139499,usa
55024,tt1419813,uk
55025,tt0008623,usa
55026,tt5142624,"norway, netherlands"
55027,tt1093359,usa
55028,tt0787244,australia
55029,tt3953898,usa
55030,tt0817958,usa
55032,tt5255312,uk
55033,tt0350631,uk
55034,tt0290010,usa
55035,tt1234684,usa
55036,tt7692502,usa
55037,tt0595425,usa
55038,tt0215716,canada
55039,tt1510734,nigeria
55040,tt1081018,italy
55041,tt1173926,australia
55042,tt1708468,"uk, austria"
55043,tt6490990,japan
55044,tt4619340,usa
55045,tt1687875,"usa, israel"
55046,tt1889387,west germany
55047,tt0365329,usa
55048,tt2448762,czech republic
55049,tt0177373,usa
55050,tt2308497,denmark
55051,tt2629062,uk
55052,tt1334237,usa
55053,tt0956169,usa
55054,tt2357425,south korea
55055,tt0000488,usa
55056,tt1864576,usa
55057,tt0318498,hong kong
55058,tt3172742,uk
55059,tt2624964,greece
55060,tt0261094,"hong kong, thailand"
55061,tt3335628,france
55062,tt1471248,usa
55063,tt0791068,"switzerland, nicaragua"
55064,tt0107392,usa
55065,tt3176402,usa
55066,tt0443729,usa
55067,tt1748165,usa
55068,tt1630242,usa
55070,tt0415626,usa
55071,tt6048310,canada
55072,tt3627980,turkey
55073,tt0327848,usa
55074,tt0049228,usa
55075,tt0107464,usa
55076,tt1469237,usa
55077,tt6862078,usa
55078,tt2112101,usa
55079,tt0060126,usa
55080,tt2783442,uk
55081,tt2474062,canada
55082,tt0247473,usa
55083,tt0236354,canada
55084,tt0336345,uk
55085,tt2276023,usa
55086,tt4278586,usa
55087,tt0810826,uk
55088,tt1381548,usa
55089,tt0091208,usa
55090,tt2306579,usa
55091,tt0465406,usa
55092,tt1024207,uk
55094,tt1543263,usa
55095,tt1149601,usa
55096,tt0076150,usa
55097,tt0004960,usa
55099,tt2162800,"uk, azerbaijan"
55100,tt3115428,usa
55101,tt1815694,usa
55102,tt0238417,sweden
55103,tt2828344,usa
55104,tt4706876,usa
55105,tt0470619,bulgaria
55107,tt0352305,usa
55108,tt0193115,usa
55109,tt2300992,uk
55110,tt2351257,iran
55111,tt3208046,usa
55112,tt1296341,usa
55113,tt0067721,usa
55114,tt1559325,usa
55115,tt5457826,usa
55116,tt3910516,usa
55117,tt1340732,usa
55118,tt3855384,usa
55119,tt0427788,uk
55120,tt1381402,usa
55121,tt4366038,usa
55122,tt0188930,usa
55123,tt0345707,france
55124,tt2153945,usa
55125,tt0242701,mexico
55126,tt2145575,usa
55127,tt0219761,germany
55128,tt2223260,usa
55129,tt1157554,usa
55130,tt0342992,iran
55131,tt0074696,uk
55132,tt1632517,"canada, usa"
55133,tt3785068,uk
55134,tt0176443,usa
55135,tt1817205,canada
55136,tt3045512,usa
55137,tt0084790,usa
55138,tt2861756,uk
55139,tt0050440,usa
55140,tt2077851,usa
55141,tt1259574,uk
55142,tt0300994,usa
55143,tt1822290,"spain, andorra"
55144,tt2388727,canada
55146,tt1135776,uk
55147,tt2794412,usa
55148,tt0407586,usa
55149,tt4795794,usa
55150,tt3796782,canada
55151,tt0135446,usa
55152,tt4289068,usa
55153,tt4641578,russia
55154,tt0070158,usa
55155,tt0027585,usa
55156,tt1164570,usa
55157,tt1238744,usa
55158,tt4429488,"algeria, united arab emirates"
55159,tt3231224,usa
55161,tt3890104,"usa, india"
55162,tt0058290,"france, italy"
55163,tt0229602,usa
55165,tt2151755,usa
55166,tt0109534,usa
55167,tt5481180,uk
55168,tt0112382,"france, usa"
55169,tt4723224,usa
55170,tt5942590,brazil
55172,tt0497037,usa
55173,tt2426390,usa
55174,tt2319222,uk
55175,tt2164658,sri lanka
55176,tt1451686,usa
55177,tt0335243,uk
55178,tt0015173,usa
55179,tt1674075,usa
55180,tt0445215,"switzerland, west germany"
55181,tt4434524,usa
55182,tt0003743,usa
55183,tt0440430,usa
55184,tt2824764,ireland
55185,tt3820640,france
55187,tt2800076,usa
55188,tt1354534,usa
55189,tt0249200,usa
