,movie_id,awards_unclean,award_name,award_qty,extra_award_name,extra_award_qty,nomination_name,nomination_qty,extra_nomination_name,extra_nomination_qty
4060,tt5768474,10 wins & 3 nominations.,,,unknown,10.0,,,unknown,3.0
4107,tt2812712,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
4128,tt1068669,1 nomination.,,,,,,,unknown,1.0
4134,tt1964816,1 nomination.,,,,,,,unknown,1.0
4140,tt1880953,2 wins.,,,unknown,2.0,,,,
4151,tt3786046,1 nomination.,,,,,,,unknown,1.0
4159,tt0305959,1 win.,,,unknown,1.0,,,,
4168,tt0080735,5 nominations.,,,,,,,unknown,5.0
4183,tt0121991,1 nomination.,,,,,,,unknown,1.0
4184,tt0208020,1 nomination.,,,,,,,unknown,1.0
4210,tt1510849,1 nomination.,,,,,,,unknown,1.0
4232,tt2338327,1 nomination.,,,,,,,unknown,1.0
4239,tt5486818,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
4259,tt0110647,1 nomination.,,,,,,,unknown,1.0
4265,tt2258443,1 win.,,,unknown,1.0,,,,
4266,tt0799983,5 wins.,,,unknown,5.0,,,,
4272,tt0099939,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
4277,tt1961341,2 wins.,,,unknown,2.0,,,,
4279,tt0222406,1 win.,,,unknown,1.0,,,,
4296,tt3916192,1 nomination.,,,,,,,unknown,1.0
4298,tt2932536,1 nomination.,,,,,,,unknown,1.0
4304,tt1514426,1 win.,,,unknown,1.0,,,,
4307,tt1764234,3 wins & 8 nominations.,,,unknown,3.0,,,unknown,8.0
4334,tt1849771,1 nomination.,,,,,,,unknown,1.0
4336,tt2275949,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
4338,tt1207784,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
4346,tt4658578,2 nominations.,,,,,,,unknown,2.0
4350,tt1612140,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
4372,tt0297260,1 win.,,,unknown,1.0,,,,
4373,tt1010248,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
4374,tt0130623,4 wins & 21 nominations.,,,unknown,4.0,,,unknown,21.0
4375,tt0103947,1 nomination.,,,,,,,unknown,1.0
4384,tt0165773,5 wins & 14 nominations.,,,unknown,5.0,,,unknown,14.0
4390,tt1866269,3 wins & 3 nominations.,,,unknown,3.0,,,unknown,3.0
4400,tt6454270,4 nominations.,,,,,,,unknown,4.0
4408,tt0120042,1 win.,,,unknown,1.0,,,,
4414,tt1014681,2 wins.,,,unknown,2.0,,,,
4423,tt0130675,1 win.,,,unknown,1.0,,,,
4444,tt3262022,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
4453,tt0061132,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
4466,tt0287401,1 win.,,,unknown,1.0,,,,
4467,tt1077393,1 nomination.,,,,,,,unknown,1.0
4483,tt3451096,3 wins & 9 nominations.,,,unknown,3.0,,,unknown,9.0
4500,tt1488569,3 nominations.,,,,,,,unknown,3.0
4502,tt3293158,5 wins & 5 nominations.,,,unknown,5.0,,,unknown,5.0
4530,tt1292642,1 nomination.,,,,,,,unknown,1.0
4541,tt2444440,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
4545,tt3614278,1 nomination.,,,,,,,unknown,1.0
4548,tt0044345,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
4555,tt0099382,nominated for 1 oscar. another 1 win & 1 nomination.,,,unknown,1.0,oscar,1.0,unknown,1.0
4564,tt1493814,5 wins & 1 nomination.,,,unknown,5.0,,,unknown,1.0
4569,tt1684897,nominated for 1 oscar. another 2 wins.,,,unknown,2.0,oscar,1.0,,
4573,tt1308635,1 win.,,,unknown,1.0,,,,
4580,tt1178155,1 nomination.,,,,,,,unknown,1.0
4581,tt2109151,1 nomination.,,,,,,,unknown,1.0
4601,tt3812366,17 wins & 20 nominations.,,,unknown,17.0,,,unknown,20.0
4602,tt0043456,won 1 golden globe. another 2 wins & 1 nomination.,golden globe,1.0,unknown,2.0,,,unknown,1.0
4603,tt0310351,1 win.,,,unknown,1.0,,,,
4608,tt2179590,1 nomination.,,,,,,,unknown,1.0
4618,tt2151915,3 nominations.,,,,,,,unknown,3.0
4627,tt1455825,4 nominations.,,,,,,,unknown,4.0
4653,tt0116767,13 wins & 2 nominations.,,,unknown,13.0,,,unknown,2.0
4662,tt5808842,1 nomination.,,,,,,,unknown,1.0
4669,tt0123450,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
4672,tt1782397,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
4692,tt6663828,3 nominations.,,,,,,,unknown,3.0
4694,tt0293496,3 wins.,,,unknown,3.0,,,,
4709,tt0246543,1 nomination.,,,,,,,unknown,1.0
4710,tt0321175,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
4714,tt0321944,1 win.,,,unknown,1.0,,,,
4736,tt0306432,12 wins & 8 nominations.,,,unknown,12.0,,,unknown,8.0
4743,tt1675311,1 nomination.,,,,,,,unknown,1.0
4764,tt1705063,1 nomination.,,,,,,,unknown,1.0
4769,tt5644572,1 win.,,,unknown,1.0,,,,
4777,tt0804507,1 nomination.,,,,,,,unknown,1.0
4785,tt0387691,1 win.,,,unknown,1.0,,,,
4788,tt3267258,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
4812,tt1562360,4 wins & 2 nominations.,,,unknown,4.0,,,unknown,2.0
4820,tt0345864,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
4835,tt5325402,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
4841,tt2122443,22 wins & 5 nominations.,,,unknown,22.0,,,unknown,5.0
4849,tt0405325,1 nomination.,,,,,,,unknown,1.0
4855,tt0449070,1 nomination.,,,,,,,unknown,1.0
4860,tt4463120,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
4863,tt0920459,4 wins & 4 nominations.,,,unknown,4.0,,,unknown,4.0
4868,tt0283825,2 nominations.,,,,,,,unknown,2.0
4874,tt0415080,1 win & 4 nominations.,,,unknown,1.0,,,unknown,4.0
4882,tt0118001,5 nominations.,,,,,,,unknown,5.0
4883,tt0219682,2 wins.,,,unknown,2.0,,,,
4885,tt3631112,nominated for 1 bafta film award. another 4 wins & 10 nominations.,,,unknown,4.0,bafta,1.0,unknown,10.0
4890,tt0035916,nominated for 1 oscar. another 1 win.,,,unknown,1.0,oscar,1.0,,
4906,tt0406205,1 nomination.,,,,,,,unknown,1.0
4909,tt0428827,1 nomination.,,,,,,,unknown,1.0
4912,tt0178084,1 nomination.,,,,,,,unknown,1.0
4919,tt0085126,2 nominations.,,,,,,,unknown,2.0
4931,tt2882156,1 win.,,,unknown,1.0,,,,
4935,tt3868492,1 win & 10 nominations.,,,unknown,1.0,,,unknown,10.0
4937,tt4425518,1 nomination.,,,,,,,unknown,1.0
4940,tt5463172,4 wins & 7 nominations.,,,unknown,4.0,,,unknown,7.0
4953,tt1677707,2 nominations.,,,,,,,unknown,2.0
4955,tt0874962,1 nomination.,,,,,,,unknown,1.0
4962,tt3974764,1 win.,,,unknown,1.0,,,,
4965,tt0342512,1 nomination.,,,,,,,unknown,1.0
4980,tt0925146,nominated for 1 bafta film award. another 6 wins & 1 nomination.,,,unknown,6.0,bafta,1.0,unknown,1.0
4984,tt1132611,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
4986,tt0145529,1 win.,,,unknown,1.0,,,,
4991,tt0762104,1 nomination.,,,,,,,unknown,1.0
4993,tt1042888,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5001,tt0123965,1 win & 6 nominations.,,,unknown,1.0,,,unknown,6.0
5015,tt6098792,1 nomination.,,,,,,,unknown,1.0
5058,tt1618421,1 win.,,,unknown,1.0,,,,
5063,tt4846104,1 nomination.,,,,,,,unknown,1.0
5065,tt3398876,1 nomination.,,,,,,,unknown,1.0
5067,tt0318155,10 nominations.,,,,,,,unknown,10.0
5081,tt0254422,3 wins.,,,unknown,3.0,,,,
5082,tt0357746,2 wins.,,,unknown,2.0,,,,
5106,tt2883774,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5119,tt1745846,11 wins & 29 nominations.,,,unknown,11.0,,,unknown,29.0
5123,tt0228672,2 wins.,,,unknown,2.0,,,,
5130,tt0166396,9 wins & 8 nominations.,,,unknown,9.0,,,unknown,8.0
5132,tt0499544,1 nomination.,,,,,,,unknown,1.0
5135,tt1985204,1 nomination.,,,,,,,unknown,1.0
5138,tt0080373,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
5151,tt0838232,3 nominations.,,,,,,,unknown,3.0
5156,tt0342040,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
5158,tt0188823,1 win.,,,unknown,1.0,,,,
5167,tt7070486,1 win.,,,unknown,1.0,,,,
5168,tt0276865,1 nomination.,,,,,,,unknown,1.0
5178,tt3120828,3 wins & 3 nominations.,,,unknown,3.0,,,unknown,3.0
5186,tt1082091,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
5187,tt0332266,1 win.,,,unknown,1.0,,,,
5190,tt2746176,20 wins & 11 nominations.,,,unknown,20.0,,,unknown,11.0
5206,tt0180723,1 nomination.,,,,,,,unknown,1.0
5207,tt0041587,won 2 oscars. another 3 wins & 1 nomination.,oscar,2.0,unknown,3.0,,,unknown,1.0
5233,tt5719232,6 wins.,,,unknown,6.0,,,,
5254,tt0853063,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
5259,tt4687848,2 nominations.,,,,,,,unknown,2.0
5268,tt1486882,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5277,tt0783521,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
5289,tt0204640,11 wins.,,,unknown,11.0,,,,
5293,tt2040398,5 wins & 18 nominations.,,,unknown,5.0,,,unknown,18.0
5294,tt0814187,nominated for 2 primetime emmys. another 1 nomination.,,,,,primetime emmy,2.0,unknown,1.0
5301,tt1013856,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5358,tt0287029,1 nomination.,,,,,,,unknown,1.0
5361,tt5538118,11 wins & 8 nominations.,,,unknown,11.0,,,unknown,8.0
5362,tt5284414,1 nomination.,,,,,,,unknown,1.0
5372,tt0137396,5 wins & 2 nominations.,,,unknown,5.0,,,unknown,2.0
5378,tt0076410,2 nominations.,,,,,,,unknown,2.0
5384,tt0056255,nominated for 1 golden globe. another 1 win & 5 nominations.,,,unknown,1.0,golden globe,1.0,unknown,5.0
5400,tt0267120,2 wins.,,,unknown,2.0,,,,
5415,tt1535600,1 win.,,,unknown,1.0,,,,
5416,tt3644026,1 win.,,,unknown,1.0,,,,
5439,tt3505950,8 nominations.,,,,,,,unknown,8.0
5443,tt0067327,1 win.,,,unknown,1.0,,,,
5447,tt4257164,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5453,tt0043839,won 1 oscar. another 1 nomination.,oscar,1.0,,,,,unknown,1.0
5457,tt0959576,1 win.,,,unknown,1.0,,,,
5496,tt1400411,1 win.,,,unknown,1.0,,,,
5512,tt5450086,5 nominations.,,,,,,,unknown,5.0
5514,tt0343141,1 win.,,,unknown,1.0,,,,
5515,tt0239438,won 2 primetime emmys. another 1 win.,primetime emmy,2.0,unknown,1.0,,,,
5517,tt2204362,1 nomination.,,,,,,,unknown,1.0
5534,tt0120667,3 wins & 12 nominations.,,,unknown,3.0,,,unknown,12.0
5584,tt3316302,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5609,tt0278617,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
5610,tt1354064,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
5615,tt0275210,2 wins.,,,unknown,2.0,,,,
5625,tt3828058,3 wins & 9 nominations.,,,unknown,3.0,,,unknown,9.0
5629,tt0409674,1 win.,,,unknown,1.0,,,,
5632,tt0167038,3 nominations.,,,,,,,unknown,3.0
5662,tt4137088,1 win.,,,unknown,1.0,,,,
5666,tt5376196,2 nominations.,,,,,,,unknown,2.0
5678,tt1781767,1 win.,,,unknown,1.0,,,,
5706,tt1797396,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5755,tt2479516,1 win.,,,unknown,1.0,,,,
5756,tt0265591,3 nominations.,,,,,,,unknown,3.0
5760,tt0417951,1 win.,,,unknown,1.0,,,,
5766,tt0337909,nominated for 1 golden globe. another 2 wins & 14 nominations.,,,unknown,2.0,golden globe,1.0,unknown,14.0
5767,tt0081280,1 nomination.,,,,,,,unknown,1.0
5772,tt3199240,2 nominations.,,,,,,,unknown,2.0
5774,tt1371155,nominated for 3 bafta film awards. another 3 wins & 14 nominations.,,,unknown,3.0,bafta,3.0,unknown,14.0
5778,tt0791268,1 nomination.,,,,,,,unknown,1.0
5782,tt0339743,8 wins.,,,unknown,8.0,,,,
5804,tt0373804,1 nomination.,,,,,,,unknown,1.0
5806,tt3985248,2 nominations.,,,,,,,unknown,2.0
5807,tt0052805,1 nomination.,,,,,,,unknown,1.0
5813,tt4438608,6 nominations.,,,,,,,unknown,6.0
5833,tt1063633,4 wins & 2 nominations.,,,unknown,4.0,,,unknown,2.0
5835,tt0098261,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5844,tt0772181,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
5850,tt0791651,1 win.,,,unknown,1.0,,,,
5869,tt0095930,1 win.,,,unknown,1.0,,,,
5877,tt0016332,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5880,tt0996956,1 nomination.,,,,,,,unknown,1.0
5889,tt2177336,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
5897,tt0208040,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
5920,tt0407230,1 win & 8 nominations.,,,unknown,1.0,,,unknown,8.0
5923,tt2653264,2 nominations.,,,,,,,unknown,2.0
5924,tt0349646,2 wins.,,,unknown,2.0,,,,
5953,tt1484074,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
5955,tt0117083,3 wins & 2 nominations.,,,unknown,3.0,,,unknown,2.0
5956,tt0206654,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
5963,tt0305660,1 win.,,,unknown,1.0,,,,
5975,tt0469494,won 2 oscars. another 106 wins & 136 nominations.,oscar,2.0,unknown,106.0,,,unknown,136.0
5978,tt1666642,2 nominations.,,,,,,,unknown,2.0
5990,tt0285683,1 nomination.,,,,,,,unknown,1.0
6000,tt3661798,8 wins & 14 nominations.,,,unknown,8.0,,,unknown,14.0
6014,tt2113644,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6022,tt1327600,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6023,tt3688944,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
6029,tt1595842,1 nomination.,,,,,,,unknown,1.0
6050,tt0226533,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6058,tt1469249,2 wins.,,,unknown,2.0,,,,
6064,tt0918627,1 win.,,,unknown,1.0,,,,
6069,tt0218054,1 nomination.,,,,,,,unknown,1.0
6090,tt0046446,nominated for 1 oscar. another 1 win.,,,unknown,1.0,oscar,1.0,,
6095,tt0401263,1 nomination.,,,,,,,unknown,1.0
6096,tt2650954,2 wins & 6 nominations.,,,unknown,2.0,,,unknown,6.0
6100,tt0145122,1 win.,,,unknown,1.0,,,,
6103,tt3683096,1 nomination.,,,,,,,unknown,1.0
6106,tt6793552,2 wins.,,,unknown,2.0,,,,
6109,tt0389083,1 win.,,,unknown,1.0,,,,
6114,tt0277794,1 win.,,,unknown,1.0,,,,
6123,tt0312994,2 wins.,,,unknown,2.0,,,,
6135,tt0007558,1 win.,,,unknown,1.0,,,,
6140,tt2062649,1 win.,,,unknown,1.0,,,,
6152,tt0818263,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6154,tt0224220,2 wins.,,,unknown,2.0,,,,
6168,tt0074751,nominated for 2 oscars. another 5 wins & 1 nomination.,,,unknown,5.0,oscar,2.0,unknown,1.0
6173,tt1954204,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6178,tt5713426,nominated for 1 primetime emmy. another 1 win.,,,unknown,1.0,primetime emmy,1.0,,
6190,tt4347938,1 nomination.,,,,,,,unknown,1.0
6232,tt0995718,1 win.,,,unknown,1.0,,,,
6245,tt0200727,1 win.,,,unknown,1.0,,,,
6255,tt0972408,1 win.,,,unknown,1.0,,,,
6264,tt4659694,1 win.,,,unknown,1.0,,,,
6270,tt2871114,1 nomination.,,,,,,,unknown,1.0
6277,tt0088993,2 wins.,,,unknown,2.0,,,,
6291,tt0045920,won 1 golden globe. another 3 nominations.,golden globe,1.0,,,,,unknown,3.0
6303,tt1077073,2 nominations.,,,,,,,unknown,2.0
6305,tt5138280,1 nomination.,,,,,,,unknown,1.0
6311,tt0158666,1 win.,,,unknown,1.0,,,,
6313,tt0054248,nominated for 2 bafta film awards. another 10 wins & 7 nominations.,,,unknown,10.0,bafta,2.0,unknown,7.0
6321,tt5614414,1 win.,,,unknown,1.0,,,,
6332,tt0448991,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
6333,tt1935859,2 wins & 12 nominations.,,,unknown,2.0,,,unknown,12.0
6347,tt0066013,2 wins.,,,unknown,2.0,,,,
6350,tt1505760,1 win.,,,unknown,1.0,,,,
6352,tt1094595,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
6365,tt4434204,1 nomination.,,,,,,,unknown,1.0
6380,tt0158833,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
6387,tt2091947,1 nomination.,,,,,,,unknown,1.0
6400,tt2846144,3 nominations.,,,,,,,unknown,3.0
6411,tt1980162,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6423,tt5091018,2 nominations.,,,,,,,unknown,2.0
6448,tt0246643,nominated for 1 primetime emmy. another 2 wins.,,,unknown,2.0,primetime emmy,1.0,,
6450,tt5046310,3 nominations.,,,,,,,unknown,3.0
6452,tt1080716,4 wins & 8 nominations.,,,unknown,4.0,,,unknown,8.0
6465,tt0349747,nominated for 1 golden globe. another 8 wins & 20 nominations.,,,unknown,8.0,golden globe,1.0,unknown,20.0
6467,tt1103176,1 nomination.,,,,,,,unknown,1.0
6476,tt1705120,4 wins & 3 nominations.,,,unknown,4.0,,,unknown,3.0
6497,tt0452226,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6507,tt0083908,1 nomination.,,,,,,,unknown,1.0
6512,tt1676916,2 nominations.,,,,,,,unknown,2.0
6522,tt0443349,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6525,tt0080025,7 wins & 7 nominations.,,,unknown,7.0,,,unknown,7.0
6541,tt0354806,1 win.,,,unknown,1.0,,,,
6547,tt2200908,23 wins & 5 nominations.,,,unknown,23.0,,,unknown,5.0
6554,tt0144266,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6556,tt1375668,1 win.,,,unknown,1.0,,,,
6570,tt0844325,1 nomination.,,,,,,,unknown,1.0
6585,tt1827399,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6594,tt0417973,1 win.,,,unknown,1.0,,,,
6602,tt2777544,1 win.,,,unknown,1.0,,,,
6635,tt0330207,1 win.,,,unknown,1.0,,,,
6645,tt0097145,1 nomination.,,,,,,,unknown,1.0
6656,tt0181996,1 win.,,,unknown,1.0,,,,
6665,tt1446151,1 win.,,,unknown,1.0,,,,
6695,tt0063522,won 1 oscar. another 9 wins & 12 nominations.,oscar,1.0,unknown,9.0,,,unknown,12.0
6697,tt6916384,1 win.,,,unknown,1.0,,,,
6703,tt0808399,1 nomination.,,,,,,,unknown,1.0
6714,tt6840848,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
6721,tt4353822,1 nomination.,,,,,,,unknown,1.0
6723,tt5278850,2 wins & 3 nominations.,,,unknown,2.0,,,unknown,3.0
6734,tt4846132,1 nomination.,,,,,,,unknown,1.0
6736,tt0218055,1 win.,,,unknown,1.0,,,,
6742,tt5475022,2 wins & 4 nominations.,,,unknown,2.0,,,unknown,4.0
6749,tt0132347,3 nominations.,,,,,,,unknown,3.0
6785,tt0400231,1 nomination.,,,,,,,unknown,1.0
6789,tt0055963,1 win.,,,unknown,1.0,,,,
6790,tt0180609,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
6802,tt6800982,1 nomination.,,,,,,,unknown,1.0
6810,tt5710982,1 win.,,,unknown,1.0,,,,
6813,tt5193156,1 nomination.,,,,,,,unknown,1.0
6841,tt5474042,1 win & 3 nominations.,,,unknown,1.0,,,unknown,3.0
6845,tt0116623,1 win.,,,unknown,1.0,,,,
6858,tt0445739,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
6902,tt1451390,3 wins.,,,unknown,3.0,,,,
6909,tt3552468,1 nomination.,,,,,,,unknown,1.0
6918,tt1838723,3 wins & 5 nominations.,,,unknown,3.0,,,unknown,5.0
6919,tt1620680,1 win.,,,unknown,1.0,,,,
6936,tt2134181,1 win.,,,unknown,1.0,,,,
6947,tt0046149,nominated for 1 oscar. another 1 win & 1 nomination.,,,unknown,1.0,oscar,1.0,unknown,1.0
6956,tt0324489,1 win.,,,unknown,1.0,,,,
6958,tt1556007,1 win.,,,unknown,1.0,,,,
6964,tt0371820,1 win.,,,unknown,1.0,,,,
6966,tt0122082,9 wins & 5 nominations.,,,unknown,9.0,,,unknown,5.0
6971,tt0119167,4 wins & 6 nominations.,,,unknown,4.0,,,unknown,6.0
6986,tt0255994,2 nominations.,,,,,,,unknown,2.0
6997,tt4814346,2 wins & 7 nominations.,,,unknown,2.0,,,unknown,7.0
7002,tt1504306,1 nomination.,,,,,,,unknown,1.0
7004,tt0432435,1 win.,,,unknown,1.0,,,,
7007,tt0097555,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
7011,tt0111008,1 nomination.,,,,,,,unknown,1.0
7018,tt0125301,1 win.,,,unknown,1.0,,,,
7025,tt0329774,1 nomination.,,,,,,,unknown,1.0
7032,tt0312848,won 1 primetime emmy. another 5 nominations.,primetime emmy,1.0,,,,,unknown,5.0
7036,tt0360877,2 wins.,,,unknown,2.0,,,,
7060,tt0055254,won 1 bafta film award. another 2 nominations.,bafta,1.0,,,,,unknown,2.0
7071,tt1664843,1 win.,,,unknown,1.0,,,,
7090,tt0105534,2 nominations.,,,,,,,unknown,2.0
7091,tt3296980,5 wins & 7 nominations.,,,unknown,5.0,,,unknown,7.0
7104,tt0294362,1 nomination.,,,,,,,unknown,1.0
7108,tt7699354,1 nomination.,,,,,,,unknown,1.0
7114,tt2276776,1 win.,,,unknown,1.0,,,,
7121,tt0266613,1 nomination.,,,,,,,unknown,1.0
7132,tt1134035,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
7154,tt0107686,2 wins.,,,unknown,2.0,,,,
7168,tt2760370,1 win.,,,unknown,1.0,,,,
7196,tt1591638,2 wins & 1 nomination.,,,unknown,2.0,,,unknown,1.0
7209,tt2091880,2 wins & 13 nominations.,,,unknown,2.0,,,unknown,13.0
7222,tt5721732,2 nominations.,,,,,,,unknown,2.0
7232,tt0176680,1 nomination.,,,,,,,unknown,1.0
7237,tt2449468,2 wins & 2 nominations.,,,unknown,2.0,,,unknown,2.0
7247,tt0126515,1 win.,,,unknown,1.0,,,,
7253,tt4964598,9 wins & 8 nominations.,,,unknown,9.0,,,unknown,8.0
7254,tt2202954,5 wins & 5 nominations.,,,unknown,5.0,,,unknown,5.0
7263,tt4123448,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
7275,tt1214973,6 wins & 9 nominations.,,,unknown,6.0,,,unknown,9.0
7276,tt3918368,1 nomination.,,,,,,,unknown,1.0
7285,tt4354698,1 win.,,,unknown,1.0,,,,
7289,tt0285669,nominated for 1 primetime emmy. another 1 win.,,,unknown,1.0,primetime emmy,1.0,,
7303,tt1847553,1 nomination.,,,,,,,unknown,1.0
7311,tt0184424,won 2 primetime emmys. another 1 nomination.,primetime emmy,2.0,,,,,unknown,1.0
7315,tt0247607,1 nomination.,,,,,,,unknown,1.0
7318,tt0325729,1 win.,,,unknown,1.0,,,,
7320,tt0048585,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
7324,tt0162830,5 wins & 7 nominations.,,,unknown,5.0,,,unknown,7.0
7326,tt0416634,4 wins & 1 nomination.,,,unknown,4.0,,,unknown,1.0
7330,tt1426360,2 wins.,,,unknown,2.0,,,,
7334,tt2759372,3 wins.,,,unknown,3.0,,,,
7335,tt0072919,1 nomination.,,,,,,,unknown,1.0
7370,tt0049470,won 1 oscar. another 1 win & 4 nominations.,oscar,1.0,unknown,1.0,,,unknown,4.0
7374,tt2246829,3 wins & 1 nomination.,,,unknown,3.0,,,unknown,1.0
7376,tt4168164,1 win.,,,unknown,1.0,,,,
7397,tt0069457,2 wins.,,,unknown,2.0,,,,
7401,tt3634722,1 nomination.,,,,,,,unknown,1.0
7405,tt5137550,1 win.,,,unknown,1.0,,,,
7411,tt2316465,1 win.,,,unknown,1.0,,,,
7418,tt0315012,2 nominations.,,,,,,,unknown,2.0
7439,tt0163913,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
7442,tt2175456,1 nomination.,,,,,,,unknown,1.0
7444,tt5136148,1 nomination.,,,,,,,unknown,1.0
7455,tt2376940,1 nomination.,,,,,,,unknown,1.0
7464,tt0320244,4 nominations.,,,,,,,unknown,4.0
7475,tt5257784,1 nomination.,,,,,,,unknown,1.0
7486,tt0208210,2 nominations.,,,,,,,unknown,2.0
7493,tt5363736,8 wins & 8 nominations.,,,unknown,8.0,,,unknown,8.0
7498,tt6151226,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
7503,tt0043924,won 6 oscars. another 8 wins & 10 nominations.,oscar,6.0,unknown,8.0,,,unknown,10.0
7508,tt0357966,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
7514,tt1233464,1 nomination.,,,,,,,unknown,1.0
7531,tt0439885,3 wins & 4 nominations.,,,unknown,3.0,,,unknown,4.0
7542,tt3733166,1 win.,,,unknown,1.0,,,,
7552,tt0157740,1 win.,,,unknown,1.0,,,,
7557,tt1337278,1 nomination.,,,,,,,unknown,1.0
7562,tt1094661,nominated for 1 golden globe. another 2 wins & 6 nominations.,,,unknown,2.0,golden globe,1.0,unknown,6.0
7567,tt0167030,5 nominations.,,,,,,,unknown,5.0
7580,tt0270707,2 nominations.,,,,,,,unknown,2.0
7585,tt1071232,13 wins.,,,unknown,13.0,,,,
7591,tt0088009,nominated for 1 golden globe. another 2 wins & 1 nomination.,,,unknown,2.0,golden globe,1.0,unknown,1.0
7599,tt0808238,4 wins.,,,unknown,4.0,,,,
7613,tt0813382,1 win.,,,unknown,1.0,,,,
7622,tt1305798,1 win & 1 nomination.,,,unknown,1.0,,,unknown,1.0
7688,tt0362193,1 win.,,,unknown,1.0,,,,
7724,tt1141306,3 wins & 14 nominations.,,,unknown,3.0,,,unknown,14.0
7751,tt0006333,1 win.,,,unknown,1.0,,,,
7761,tt4938362,1 win.,,,unknown,1.0,,,,
7775,tt0243736,1 win & 2 nominations.,,,unknown,1.0,,,unknown,2.0
7778,tt2485620,1 win & 6 nominations.,,,unknown,1.0,,,unknown,6.0
7779,tt0403950,1 nomination.,,,,,,,unknown,1.0
7782,tt1334553,2 wins.,,,unknown,2.0,,,,
7796,tt0115945,2 wins.,,,unknown,2.0,,,,
7807,tt4780662,5 wins & 5 nominations.,,,unknown,5.0,,,unknown,5.0
7815,tt3215164,1 nomination.,,,,,,,unknown,1.0
